"TIME","GEO","NA_ITEM","PPP_CAT","Value","Flag and Footnotes"
"1999","Bosnia and Herzegovina","Price level indices (EU28=100)","Tobacco",":",""
"1999","Bosnia and Herzegovina","Price level indices (EU28=100)","Clothing",":",""
"1999","Bosnia and Herzegovina","Price level indices (EU28=100)","Footwear",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Food",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Bread and cereals",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Meat",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Fish",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Alcoholic beverages",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Tobacco",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing",":",""
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Footwear",":",""
"2000","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Food",":",""
"2000","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Meat",":",""
"2000","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Fish",":",""
"2000","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Tobacco",":",""
"2000","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Clothing",":",""
"2000","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Footwear",":",""
"2000","Belgium","Price level indices (EU28=100)","Food",":",""
"2000","Belgium","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Belgium","Price level indices (EU28=100)","Meat",":",""
"2000","Belgium","Price level indices (EU28=100)","Fish",":",""
"2000","Belgium","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Belgium","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Belgium","Price level indices (EU28=100)","Tobacco",":",""
"2000","Belgium","Price level indices (EU28=100)","Clothing",":",""
"2000","Belgium","Price level indices (EU28=100)","Footwear",":",""
"2000","Bulgaria","Price level indices (EU28=100)","Food",":",""
"2000","Bulgaria","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Bulgaria","Price level indices (EU28=100)","Meat",":",""
"2000","Bulgaria","Price level indices (EU28=100)","Fish",":",""
"2000","Bulgaria","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Bulgaria","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Bulgaria","Price level indices (EU28=100)","Tobacco",":",""
"2000","Bulgaria","Price level indices (EU28=100)","Clothing",":",""
"2000","Bulgaria","Price level indices (EU28=100)","Footwear",":",""
"2000","Czechia","Price level indices (EU28=100)","Food",":",""
"2000","Czechia","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Czechia","Price level indices (EU28=100)","Meat",":",""
"2000","Czechia","Price level indices (EU28=100)","Fish",":",""
"2000","Czechia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Czechia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Czechia","Price level indices (EU28=100)","Tobacco",":",""
"2000","Czechia","Price level indices (EU28=100)","Clothing",":",""
"2000","Czechia","Price level indices (EU28=100)","Footwear",":",""
"2000","Denmark","Price level indices (EU28=100)","Food",":",""
"2000","Denmark","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Denmark","Price level indices (EU28=100)","Meat",":",""
"2000","Denmark","Price level indices (EU28=100)","Fish",":",""
"2000","Denmark","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Denmark","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Denmark","Price level indices (EU28=100)","Tobacco",":",""
"2000","Denmark","Price level indices (EU28=100)","Clothing",":",""
"2000","Denmark","Price level indices (EU28=100)","Footwear",":",""
"2000","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Food",":",""
"2000","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Meat",":",""
"2000","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Fish",":",""
"2000","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Tobacco",":",""
"2000","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Clothing",":",""
"2000","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Footwear",":",""
"2000","Estonia","Price level indices (EU28=100)","Food",":",""
"2000","Estonia","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Estonia","Price level indices (EU28=100)","Meat",":",""
"2000","Estonia","Price level indices (EU28=100)","Fish",":",""
"2000","Estonia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Estonia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Estonia","Price level indices (EU28=100)","Tobacco",":",""
"2000","Estonia","Price level indices (EU28=100)","Clothing",":",""
"2000","Estonia","Price level indices (EU28=100)","Footwear",":",""
"2000","Ireland","Price level indices (EU28=100)","Food",":",""
"2000","Ireland","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Ireland","Price level indices (EU28=100)","Meat",":",""
"2000","Ireland","Price level indices (EU28=100)","Fish",":",""
"2000","Ireland","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Ireland","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Ireland","Price level indices (EU28=100)","Tobacco",":",""
"2000","Ireland","Price level indices (EU28=100)","Clothing",":",""
"2000","Ireland","Price level indices (EU28=100)","Footwear",":",""
"2000","Greece","Price level indices (EU28=100)","Food",":",""
"2000","Greece","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Greece","Price level indices (EU28=100)","Meat",":",""
"2000","Greece","Price level indices (EU28=100)","Fish",":",""
"2000","Greece","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Greece","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Greece","Price level indices (EU28=100)","Tobacco",":",""
"2000","Greece","Price level indices (EU28=100)","Clothing",":",""
"2000","Greece","Price level indices (EU28=100)","Footwear",":",""
"2000","Spain","Price level indices (EU28=100)","Food",":",""
"2000","Spain","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Spain","Price level indices (EU28=100)","Meat",":",""
"2000","Spain","Price level indices (EU28=100)","Fish",":",""
"2000","Spain","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Spain","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Spain","Price level indices (EU28=100)","Tobacco",":",""
"2000","Spain","Price level indices (EU28=100)","Clothing",":",""
"2000","Spain","Price level indices (EU28=100)","Footwear",":",""
"2000","France","Price level indices (EU28=100)","Food",":",""
"2000","France","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","France","Price level indices (EU28=100)","Meat",":",""
"2000","France","Price level indices (EU28=100)","Fish",":",""
"2000","France","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","France","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","France","Price level indices (EU28=100)","Tobacco",":",""
"2000","France","Price level indices (EU28=100)","Clothing",":",""
"2000","France","Price level indices (EU28=100)","Footwear",":",""
"2000","Croatia","Price level indices (EU28=100)","Food",":",""
"2000","Croatia","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Croatia","Price level indices (EU28=100)","Meat",":",""
"2000","Croatia","Price level indices (EU28=100)","Fish",":",""
"2000","Croatia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Croatia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Croatia","Price level indices (EU28=100)","Tobacco",":",""
"2000","Croatia","Price level indices (EU28=100)","Clothing",":",""
"2000","Croatia","Price level indices (EU28=100)","Footwear",":",""
"2000","Italy","Price level indices (EU28=100)","Food",":",""
"2000","Italy","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Italy","Price level indices (EU28=100)","Meat",":",""
"2000","Italy","Price level indices (EU28=100)","Fish",":",""
"2000","Italy","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Italy","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Italy","Price level indices (EU28=100)","Tobacco",":",""
"2000","Italy","Price level indices (EU28=100)","Clothing",":",""
"2000","Italy","Price level indices (EU28=100)","Footwear",":",""
"2000","Cyprus","Price level indices (EU28=100)","Food",":",""
"2000","Cyprus","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Cyprus","Price level indices (EU28=100)","Meat",":",""
"2000","Cyprus","Price level indices (EU28=100)","Fish",":",""
"2000","Cyprus","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Cyprus","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Cyprus","Price level indices (EU28=100)","Tobacco",":",""
"2000","Cyprus","Price level indices (EU28=100)","Clothing",":",""
"2000","Cyprus","Price level indices (EU28=100)","Footwear",":",""
"2000","Latvia","Price level indices (EU28=100)","Food",":",""
"2000","Latvia","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Latvia","Price level indices (EU28=100)","Meat",":",""
"2000","Latvia","Price level indices (EU28=100)","Fish",":",""
"2000","Latvia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Latvia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Latvia","Price level indices (EU28=100)","Tobacco",":",""
"2000","Latvia","Price level indices (EU28=100)","Clothing",":",""
"2000","Latvia","Price level indices (EU28=100)","Footwear",":",""
"2000","Lithuania","Price level indices (EU28=100)","Food",":",""
"2000","Lithuania","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Lithuania","Price level indices (EU28=100)","Meat",":",""
"2000","Lithuania","Price level indices (EU28=100)","Fish",":",""
"2000","Lithuania","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Lithuania","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Lithuania","Price level indices (EU28=100)","Tobacco",":",""
"2000","Lithuania","Price level indices (EU28=100)","Clothing",":",""
"2000","Lithuania","Price level indices (EU28=100)","Footwear",":",""
"2000","Luxembourg","Price level indices (EU28=100)","Food",":",""
"2000","Luxembourg","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Luxembourg","Price level indices (EU28=100)","Meat",":",""
"2000","Luxembourg","Price level indices (EU28=100)","Fish",":",""
"2000","Luxembourg","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Luxembourg","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Luxembourg","Price level indices (EU28=100)","Tobacco",":",""
"2000","Luxembourg","Price level indices (EU28=100)","Clothing",":",""
"2000","Luxembourg","Price level indices (EU28=100)","Footwear",":",""
"2000","Hungary","Price level indices (EU28=100)","Food",":",""
"2000","Hungary","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Hungary","Price level indices (EU28=100)","Meat",":",""
"2000","Hungary","Price level indices (EU28=100)","Fish",":",""
"2000","Hungary","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Hungary","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Hungary","Price level indices (EU28=100)","Tobacco",":",""
"2000","Hungary","Price level indices (EU28=100)","Clothing",":",""
"2000","Hungary","Price level indices (EU28=100)","Footwear",":",""
"2000","Malta","Price level indices (EU28=100)","Food",":",""
"2000","Malta","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Malta","Price level indices (EU28=100)","Meat",":",""
"2000","Malta","Price level indices (EU28=100)","Fish",":",""
"2000","Malta","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Malta","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Malta","Price level indices (EU28=100)","Tobacco",":",""
"2000","Malta","Price level indices (EU28=100)","Clothing",":",""
"2000","Malta","Price level indices (EU28=100)","Footwear",":",""
"2000","Netherlands","Price level indices (EU28=100)","Food",":",""
"2000","Netherlands","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Netherlands","Price level indices (EU28=100)","Meat",":",""
"2000","Netherlands","Price level indices (EU28=100)","Fish",":",""
"2000","Netherlands","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Netherlands","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Netherlands","Price level indices (EU28=100)","Tobacco",":",""
"2000","Netherlands","Price level indices (EU28=100)","Clothing",":",""
"2000","Netherlands","Price level indices (EU28=100)","Footwear",":",""
"2000","Austria","Price level indices (EU28=100)","Food",":",""
"2000","Austria","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Austria","Price level indices (EU28=100)","Meat",":",""
"2000","Austria","Price level indices (EU28=100)","Fish",":",""
"2000","Austria","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Austria","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Austria","Price level indices (EU28=100)","Tobacco",":",""
"2000","Austria","Price level indices (EU28=100)","Clothing",":",""
"2000","Austria","Price level indices (EU28=100)","Footwear",":",""
"2000","Poland","Price level indices (EU28=100)","Food",":",""
"2000","Poland","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Poland","Price level indices (EU28=100)","Meat",":",""
"2000","Poland","Price level indices (EU28=100)","Fish",":",""
"2000","Poland","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Poland","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Poland","Price level indices (EU28=100)","Tobacco",":",""
"2000","Poland","Price level indices (EU28=100)","Clothing",":",""
"2000","Poland","Price level indices (EU28=100)","Footwear",":",""
"2000","Portugal","Price level indices (EU28=100)","Food",":",""
"2000","Portugal","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Portugal","Price level indices (EU28=100)","Meat",":",""
"2000","Portugal","Price level indices (EU28=100)","Fish",":",""
"2000","Portugal","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Portugal","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Portugal","Price level indices (EU28=100)","Tobacco",":",""
"2000","Portugal","Price level indices (EU28=100)","Clothing",":",""
"2000","Portugal","Price level indices (EU28=100)","Footwear",":",""
"2000","Romania","Price level indices (EU28=100)","Food",":",""
"2000","Romania","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Romania","Price level indices (EU28=100)","Meat",":",""
"2000","Romania","Price level indices (EU28=100)","Fish",":",""
"2000","Romania","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Romania","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Romania","Price level indices (EU28=100)","Tobacco",":",""
"2000","Romania","Price level indices (EU28=100)","Clothing",":",""
"2000","Romania","Price level indices (EU28=100)","Footwear",":",""
"2000","Slovenia","Price level indices (EU28=100)","Food",":",""
"2000","Slovenia","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Slovenia","Price level indices (EU28=100)","Meat",":",""
"2000","Slovenia","Price level indices (EU28=100)","Fish",":",""
"2000","Slovenia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Slovenia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Slovenia","Price level indices (EU28=100)","Tobacco",":",""
"2000","Slovenia","Price level indices (EU28=100)","Clothing",":",""
"2000","Slovenia","Price level indices (EU28=100)","Footwear",":",""
"2000","Slovakia","Price level indices (EU28=100)","Food",":",""
"2000","Slovakia","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Slovakia","Price level indices (EU28=100)","Meat",":",""
"2000","Slovakia","Price level indices (EU28=100)","Fish",":",""
"2000","Slovakia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Slovakia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Slovakia","Price level indices (EU28=100)","Tobacco",":",""
"2000","Slovakia","Price level indices (EU28=100)","Clothing",":",""
"2000","Slovakia","Price level indices (EU28=100)","Footwear",":",""
"2000","Finland","Price level indices (EU28=100)","Food",":",""
"2000","Finland","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Finland","Price level indices (EU28=100)","Meat",":",""
"2000","Finland","Price level indices (EU28=100)","Fish",":",""
"2000","Finland","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Finland","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Finland","Price level indices (EU28=100)","Tobacco",":",""
"2000","Finland","Price level indices (EU28=100)","Clothing",":",""
"2000","Finland","Price level indices (EU28=100)","Footwear",":",""
"2000","Sweden","Price level indices (EU28=100)","Food",":",""
"2000","Sweden","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Sweden","Price level indices (EU28=100)","Meat",":",""
"2000","Sweden","Price level indices (EU28=100)","Fish",":",""
"2000","Sweden","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Sweden","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Sweden","Price level indices (EU28=100)","Tobacco",":",""
"2000","Sweden","Price level indices (EU28=100)","Clothing",":",""
"2000","Sweden","Price level indices (EU28=100)","Footwear",":",""
"2000","United Kingdom","Price level indices (EU28=100)","Food",":",""
"2000","United Kingdom","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","United Kingdom","Price level indices (EU28=100)","Meat",":",""
"2000","United Kingdom","Price level indices (EU28=100)","Fish",":",""
"2000","United Kingdom","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","United Kingdom","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","United Kingdom","Price level indices (EU28=100)","Tobacco",":",""
"2000","United Kingdom","Price level indices (EU28=100)","Clothing",":",""
"2000","United Kingdom","Price level indices (EU28=100)","Footwear",":",""
"2000","Iceland","Price level indices (EU28=100)","Food",":",""
"2000","Iceland","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Iceland","Price level indices (EU28=100)","Meat",":",""
"2000","Iceland","Price level indices (EU28=100)","Fish",":",""
"2000","Iceland","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Iceland","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Iceland","Price level indices (EU28=100)","Tobacco",":",""
"2000","Iceland","Price level indices (EU28=100)","Clothing",":",""
"2000","Iceland","Price level indices (EU28=100)","Footwear",":",""
"2000","Norway","Price level indices (EU28=100)","Food",":",""
"2000","Norway","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Norway","Price level indices (EU28=100)","Meat",":",""
"2000","Norway","Price level indices (EU28=100)","Fish",":",""
"2000","Norway","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Norway","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Norway","Price level indices (EU28=100)","Tobacco",":",""
"2000","Norway","Price level indices (EU28=100)","Clothing",":",""
"2000","Norway","Price level indices (EU28=100)","Footwear",":",""
"2000","Switzerland","Price level indices (EU28=100)","Food",":",""
"2000","Switzerland","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Switzerland","Price level indices (EU28=100)","Meat",":",""
"2000","Switzerland","Price level indices (EU28=100)","Fish",":",""
"2000","Switzerland","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Switzerland","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Switzerland","Price level indices (EU28=100)","Tobacco",":",""
"2000","Switzerland","Price level indices (EU28=100)","Clothing",":",""
"2000","Switzerland","Price level indices (EU28=100)","Footwear",":",""
"2000","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Food",":",""
"2000","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Meat",":",""
"2000","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Fish",":",""
"2000","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Tobacco",":",""
"2000","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing",":",""
"2000","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Footwear",":",""
"2000","Montenegro","Price level indices (EU28=100)","Food",":",""
"2000","Montenegro","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Montenegro","Price level indices (EU28=100)","Meat",":",""
"2000","Montenegro","Price level indices (EU28=100)","Fish",":",""
"2000","Montenegro","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Montenegro","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Montenegro","Price level indices (EU28=100)","Tobacco",":",""
"2000","Montenegro","Price level indices (EU28=100)","Clothing",":",""
"2000","Montenegro","Price level indices (EU28=100)","Footwear",":",""
"2000","North Macedonia","Price level indices (EU28=100)","Food",":",""
"2000","North Macedonia","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","North Macedonia","Price level indices (EU28=100)","Meat",":",""
"2000","North Macedonia","Price level indices (EU28=100)","Fish",":",""
"2000","North Macedonia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","North Macedonia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","North Macedonia","Price level indices (EU28=100)","Tobacco",":",""
"2000","North Macedonia","Price level indices (EU28=100)","Clothing",":",""
"2000","North Macedonia","Price level indices (EU28=100)","Footwear",":",""
"2000","Albania","Price level indices (EU28=100)","Food",":",""
"2000","Albania","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Albania","Price level indices (EU28=100)","Meat",":",""
"2000","Albania","Price level indices (EU28=100)","Fish",":",""
"2000","Albania","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Albania","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Albania","Price level indices (EU28=100)","Tobacco",":",""
"2000","Albania","Price level indices (EU28=100)","Clothing",":",""
"2000","Albania","Price level indices (EU28=100)","Footwear",":",""
"2000","Serbia","Price level indices (EU28=100)","Food",":",""
"2000","Serbia","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Serbia","Price level indices (EU28=100)","Meat",":",""
"2000","Serbia","Price level indices (EU28=100)","Fish",":",""
"2000","Serbia","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Serbia","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Serbia","Price level indices (EU28=100)","Tobacco",":",""
"2000","Serbia","Price level indices (EU28=100)","Clothing",":",""
"2000","Serbia","Price level indices (EU28=100)","Footwear",":",""
"2000","Turkey","Price level indices (EU28=100)","Food",":",""
"2000","Turkey","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Turkey","Price level indices (EU28=100)","Meat",":",""
"2000","Turkey","Price level indices (EU28=100)","Fish",":",""
"2000","Turkey","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Turkey","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Turkey","Price level indices (EU28=100)","Tobacco",":",""
"2000","Turkey","Price level indices (EU28=100)","Clothing",":",""
"2000","Turkey","Price level indices (EU28=100)","Footwear",":",""
"2000","Bosnia and Herzegovina","Price level indices (EU28=100)","Food",":",""
"2000","Bosnia and Herzegovina","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Bosnia and Herzegovina","Price level indices (EU28=100)","Meat",":",""
"2000","Bosnia and Herzegovina","Price level indices (EU28=100)","Fish",":",""
"2000","Bosnia and Herzegovina","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Bosnia and Herzegovina","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Bosnia and Herzegovina","Price level indices (EU28=100)","Tobacco",":",""
"2000","Bosnia and Herzegovina","Price level indices (EU28=100)","Clothing",":",""
"2000","Bosnia and Herzegovina","Price level indices (EU28=100)","Footwear",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Food",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Bread and cereals",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Meat",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Fish",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Tobacco",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Footwear",":",""
"2001","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Food",":",""
"2001","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Bread and cereals",":",""
"2001","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Meat",":",""
"2001","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Fish",":",""
"2001","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2001","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2001","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Tobacco",":",""
"2001","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Clothing",":",""
"2001","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Footwear",":",""
"2001","Belgium","Price level indices (EU28=100)","Food",":",""
"2001","Belgium","Price level indices (EU28=100)","Bread and cereals",":",""
"2001","Belgium","Price level indices (EU28=100)","Meat",":",""
"2001","Belgium","Price level indices (EU28=100)","Fish",":",""
"2001","Belgium","Price level indices (EU28=100)","Milk, cheese and eggs",":",""
"2001","Belgium","Price level indices (EU28=100)","Alcoholic beverages",":",""
"2001","Belgium","Price level indices (EU28=100)","Tobacco",":",""
"2001","Belgium","Price level indices (EU28=100)","Clothing",":",""
"2001","Belgium","Price level indices (EU28=100)","Footwear",":",""
"2001","Bulgaria","Price level indices (EU28=100)","Food",":",""
"2001","Bulgaria","Price level indices (EU28=100)","Bread and cereals",":",""
"2001","Bulgaria","Price level indices (EU28=100)","Meat",":",""
"2001","Bulgaria","Price level indices (EU28=100)","Fish",":",""
