,color,clarity,carat,cut,depth,table,price,x,y,z
9609,3,2,1.02,Ideal,59.2,57.0,4633,6.52,6.56,3.8716799999999996
9610,3,2,1.02,Premium,61.0,59.0,4633,6.44,6.48,3.9406000000000008
9611,3,2,1.02,Very Good,62.0,57.0,4633,6.41,6.5,4.0020999999999995
9612,6,1,1.02,Very Good,60.3,58.0,4633,6.48,6.52,3.9194999999999998
9613,0,6,1.0,Good,63.5,59.0,4633,6.29,6.34,4.010025
9614,0,2,1.08,Ideal,62.1,55.0,4633,6.54,6.57,4.0706549999999995
9615,4,1,1.06,Very Good,62.6,60.0,4634,6.54,6.44,4.06274
9616,4,2,1.01,Fair,65.5,57.0,4634,6.12,6.22,4.0413499999999996
9617,3,1,1.33,Premium,61.3,59.0,4634,7.06,6.93,4.287934999999999
9618,2,2,0.93,Ideal,62.4,55.0,4635,6.2,6.24,3.8812800000000003
9619,0,1,1.2,Very Good,61.4,55.0,4636,6.85,6.92,4.22739
9620,0,1,1.28,Premium,62.3,58.0,4636,6.94,6.89,4.308045
9621,0,3,1.2,Good,64.3,56.0,4637,6.65,6.57,4.25023
9622,4,3,0.9,Very Good,63.4,57.0,4637,6.19,6.08,3.88959
9623,3,3,0.9,Premium,61.7,57.0,4637,6.21,6.11,3.80072
9624,2,2,1.2,Very Good,63.3,56.0,4637,6.75,6.72,4.263254999999999
9625,2,5,0.9,Very Good,59.9,61.0,4637,6.29,6.19,3.73776
9626,2,3,1.0,Good,63.6,61.0,4637,6.21,6.25,3.9622800000000002
9627,2,5,0.92,Premium,62.5,58.0,4637,6.25,6.16,3.878125
9628,6,3,0.91,Premium,62.7,59.0,4637,6.16,6.13,3.852915
9629,1,2,1.15,Premium,62.2,56.0,4637,6.77,6.67,4.1798399999999996
9630,3,2,1.21,Very Good,63.4,60.0,4637,6.68,6.63,4.21927
9631,3,2,1.21,Fair,64.5,56.0,4637,6.69,6.62,4.292475
9632,5,2,0.92,Premium,61.7,57.0,4637,6.32,6.2,3.86242
9633,1,2,1.01,Ideal,61.9,59.0,4638,6.38,6.42,3.9616000000000002
9634,2,1,1.01,Premium,60.3,60.0,4638,6.49,6.47,3.9074400000000002
9635,2,3,0.92,Ideal,60.8,58.0,4639,6.27,6.32,3.82736
9636,6,2,0.97,Premium,62.0,60.0,4639,6.29,6.25,3.8873999999999995
9637,2,1,1.09,Premium,62.5,58.0,4639,6.61,6.55,4.1125
9638,1,2,1.09,Very Good,63.2,59.0,4639,6.54,6.5,4.12064
9639,6,1,1.17,Good,57.8,62.0,4639,6.97,6.91,4.0113199999999996
9640,1,1,1.18,Premium,61.7,58.0,4639,6.79,6.75,4.17709
9641,1,2,1.1,Very Good,61.2,61.0,4640,6.61,6.66,4.06062
9642,6,1,1.1,Premium,62.4,58.0,4640,6.57,6.6,4.10904
9643,1,2,1.09,Very Good,61.4,58.0,4640,6.61,6.69,4.0831
9644,1,4,1.0,Very Good,63.3,55.0,4641,6.39,6.34,4.029045
9645,1,2,1.01,Ideal,60.3,58.0,4641,6.5,6.56,3.9375899999999997
9646,3,2,1.01,Good,62.8,58.0,4641,6.36,6.29,3.9720999999999997
9647,2,1,1.12,Premium,59.7,60.0,4641,6.77,6.72,4.026765
9648,2,1,1.12,Premium,62.0,57.0,4641,6.68,6.61,4.1198999999999995
9649,2,2,1.12,Premium,61.2,59.0,4641,6.69,6.65,4.08204
9650,1,2,1.12,Premium,62.0,56.0,4641,6.73,6.65,4.1478
9651,2,2,1.01,Premium,62.5,59.0,4642,6.44,6.33,3.990625
9652,4,1,0.91,Ideal,62.0,57.0,4642,6.15,6.23,3.8378
9653,4,1,0.91,Ideal,61.7,56.0,4642,6.21,6.24,3.8408249999999997
9654,4,1,0.91,Ideal,62.0,56.0,4642,6.2,6.22,3.8501999999999996
9655,2,2,1.01,Premium,62.8,58.0,4642,6.38,6.36,4.00036
9656,2,2,1.01,Very Good,63.4,58.0,4642,6.38,6.34,4.032239999999999
9657,2,2,1.01,Premium,61.2,58.0,4642,6.47,6.43,3.9473999999999996
9658,2,2,1.01,Premium,63.0,60.0,4642,6.36,6.33,3.99735
9659,2,2,1.01,Good,60.3,64.0,4642,6.53,6.5,3.928545
9660,2,2,1.01,Very Good,63.3,58.0,4642,6.4,6.37,4.041704999999999
9661,2,2,1.01,Ideal,62.4,53.0,4642,6.47,6.42,4.02168
9662,2,2,1.01,Premium,61.8,60.0,4642,6.48,6.43,3.98919
9663,5,3,0.9,Very Good,63.0,57.0,4643,6.07,6.15,3.8493
9664,4,2,1.0,Very Good,62.5,56.0,4643,6.38,6.42,4.0
9665,0,3,1.06,Ideal,62.4,54.0,4643,6.51,6.57,4.08096
9666,3,0,1.35,Ideal,62.5,57.0,4643,7.04,7.01,4.390625
9667,5,6,0.7,Very Good,63.2,57.0,4644,5.62,5.67,3.56764
9668,4,1,1.07,Premium,61.8,59.0,4644,6.57,6.53,4.0479
9669,5,1,1.02,Ideal,62.0,59.0,4645,6.43,6.4,3.9773
9670,1,2,1.11,Ideal,62.3,56.0,4645,6.59,6.64,4.121145
9671,5,2,1.0,Good,63.9,55.0,4646,6.28,6.34,4.03209
9672,1,2,1.06,Ideal,62.6,56.0,4646,6.46,6.54,4.069
9673,3,2,1.01,Fair,60.4,62.0,4646,6.31,6.34,3.8202999999999996
9674,3,1,1.13,Premium,61.5,59.0,4647,6.73,6.69,4.126650000000001
9675,5,1,1.0,Premium,60.4,60.0,4648,6.49,6.46,3.9109
9676,2,0,1.52,Fair,69.7,55.0,4648,6.92,6.89,4.812785
9677,2,0,1.52,Fair,65.4,62.0,4648,7.1,7.02,4.61724
9678,2,2,1.04,Ideal,62.5,57.0,4648,6.5,6.46,4.05
9679,1,2,1.0,Very Good,58.5,61.0,4649,6.51,6.55,3.8200499999999993
9680,2,1,1.0,Ideal,62.0,56.0,4649,6.38,6.43,3.9710999999999994
9681,1,2,1.0,Ideal,62.5,56.0,4649,6.38,6.41,3.996875
9682,1,2,1.0,Ideal,61.5,57.0,4649,6.39,6.43,3.9421500000000003
9683,0,2,1.23,Premium,61.9,54.0,4649,6.89,6.86,4.255625
9684,3,1,1.1,Premium,61.4,59.0,4650,6.71,6.59,4.0831
9685,4,1,1.14,Very Good,62.9,59.0,4652,6.62,6.64,4.1702699999999995
9686,5,1,1.06,Premium,60.5,60.0,4652,6.61,6.67,4.0172
9687,0,1,1.22,Very Good,62.6,58.0,4652,6.78,6.84,4.26306
9688,2,2,1.17,Very Good,63.1,56.0,4652,6.76,6.71,4.249785
9689,2,3,1.0,Very Good,63.3,62.0,4652,6.37,6.29,4.006889999999999
9690,5,2,0.36,Premium,62.2,59.0,589,4.53,4.57,2.8301000000000003
9691,6,2,0.32,Very Good,62.3,55.0,589,4.38,4.42,2.7412
9692,6,2,0.32,Ideal,62.0,57.0,589,4.37,4.4,2.7187
9693,1,6,0.32,Ideal,61.9,55.0,589,4.39,4.4,2.7205049999999993
9694,6,2,0.32,Good,63.3,57.0,589,4.36,4.39,2.769375
9695,6,2,0.32,Very Good,62.7,57.0,589,4.34,4.37,2.7305850000000005
9696,6,2,0.32,Premium,61.4,58.0,589,4.38,4.42,2.7016000000000004
9697,6,2,0.32,Premium,60.9,60.0,589,4.39,4.41,2.6796
9698,1,6,0.32,Ideal,62.4,55.0,589,4.34,4.38,2.7206399999999995
9699,0,4,0.4,Good,63.5,56.0,589,4.69,4.7,2.981325
9700,6,2,0.32,Very Good,63.0,58.0,589,4.36,4.4,2.7594000000000007
9701,6,2,0.32,Ideal,62.7,54.0,589,4.35,4.39,2.7399899999999997
9702,6,2,0.32,Ideal,62.6,55.0,589,4.36,4.39,2.73875
9703,6,2,0.32,Ideal,60.8,57.0,589,4.41,4.44,2.6904000000000003
9704,6,2,0.32,Ideal,59.3,55.0,589,4.51,4.53,2.6803599999999994
9705,6,2,0.32,Ideal,59.6,57.0,589,4.42,4.47,2.64922
9706,6,2,0.32,Ideal,60.9,56.0,589,4.4,4.43,2.688735
9707,1,6,0.32,Very Good,60.1,61.0,589,4.4,4.45,2.6594250000000006
9708,4,3,0.34,Good,64.3,53.0,589,4.44,4.48,2.86778
9709,5,3,0.31,Ideal,62.0,56.0,589,4.36,4.38,2.7094
9710,2,4,0.34,Very Good,62.3,57.0,590,4.45,4.48,2.7816949999999996
9711,4,2,0.26,Very Good,59.6,55.0,590,4.18,4.24,2.50916
9712,4,2,0.35,Very Good,61.0,55.0,590,4.6,4.63,2.81515
9713,5,1,0.38,Very Good,62.5,61.0,590,4.59,4.63,2.8812499999999996
9714,1,5,0.35,Ideal,62.4,54.0,590,4.51,4.53,2.8204799999999994
9715,2,5,0.3,Ideal,62.2,57.0,590,4.26,4.29,2.65905
9716,2,5,0.3,Ideal,62.4,56.0,590,4.28,4.31,2.68008
9717,2,5,0.3,Ideal,62.1,54.0,590,4.32,4.35,2.692035
9718,2,5,0.3,Ideal,61.5,55.0,590,4.34,4.37,2.6783250000000005
9719,2,5,0.3,Ideal,62.7,53.0,590,4.29,4.32,2.699235
9720,3,2,1.01,Very Good,62.4,58.0,4653,6.39,6.44,4.00296
9721,3,2,1.01,Ideal,61.4,55.0,4653,6.46,6.5,3.97872
9722,3,2,1.01,Ideal,61.4,57.0,4653,6.44,6.5,3.9725800000000002
9723,2,1,1.15,Very Good,61.9,57.0,4654,6.68,6.72,4.1472999999999995
9724,5,1,1.06,Premium,61.7,62.0,4654,6.54,6.5,4.0228399999999995
9725,4,1,1.12,Premium,61.6,58.0,4654,6.69,6.63,4.10256
9726,2,2,1.14,Premium,63.0,57.0,4654,6.7,6.65,4.20525
9727,4,1,1.12,Premium,60.5,59.0,4654,6.79,6.73,4.089799999999999
9728,4,3,0.9,Good,60.0,58.0,4655,6.21,6.26,3.7409999999999997
9729,6,5,0.75,Very Good,59.4,59.0,4656,5.88,5.94,3.5105399999999998
9730,0,1,1.26,Ideal,62.5,53.0,4656,6.86,6.9,4.300000000000001
9731,5,1,1.08,Premium,60.8,59.0,4656,6.57,6.62,4.00976
9732,5,1,1.08,Very Good,60.2,58.0,4656,6.61,6.68,4.00029
9733,5,1,1.08,Good,63.7,57.0,4656,6.49,6.54,4.150055
9734,4,3,1.0,Fair,68.4,58.0,4656,5.97,6.1,4.127940000000001
9735,4,1,1.06,Premium,62.0,59.0,4656,6.57,6.52,4.0579
9736,1,2,1.16,Very Good,61.5,60.4,4657,6.71,6.76,4.142025
9737,0,2,1.2,Premium,61.5,59.0,4657,6.84,6.81,4.197374999999999
9738,2,5,0.9,Premium,62.4,58.0,4657,6.15,6.12,3.8282399999999996
9739,0,2,1.32,Very Good,63.5,57.0,4657,6.98,6.95,4.422775
9740,4,2,1.0,Fair,65.8,58.0,4657,6.23,6.15,4.0730200000000005
9741,4,2,0.9,Ideal,61.7,57.0,4657,6.25,6.2,3.8408249999999997
9742,0,1,1.2,Ideal,61.7,56.0,4659,6.79,6.87,4.21411
9743,0,1,1.2,Good,63.3,54.4,4659,6.72,6.78,4.272749999999999
9744,2,2,1.01,Very Good,63.5,57.0,4659,6.31,6.35,4.01955
9745,1,3,1.09,Premium,61.3,58.0,4659,6.63,6.58,4.048865
9746,2,2,1.04,Premium,58.5,62.0,4659,6.67,6.64,3.8931749999999994
9747,1,2,1.04,Ideal,61.3,57.0,4659,6.56,6.53,4.012085
9748,1,2,1.04,Ideal,61.3,57.0,4659,6.57,6.54,4.018215
9749,1,1,1.19,Premium,62.6,58.0,4660,6.7,6.75,4.20985
9750,0,1,1.27,Premium,60.4,58.0,4660,7.04,7.0,4.24008
9751,5,2,0.94,Very Good,62.4,56.0,4661,6.24,6.27,3.90312
9752,5,2,0.94,Very Good,61.8,56.0,4661,6.29,6.33,3.8995800000000003
9753,5,2,0.94,Premium,60.0,58.0,4661,6.37,6.44,3.843
9754,5,2,0.94,Premium,62.0,58.0,4661,6.24,6.27,3.8781
9755,2,1,1.13,Very Good,62.7,55.0,4661,6.61,6.69,4.16955
9756,3,4,0.9,Premium,62.7,58.0,4661,6.06,6.15,3.8278350000000008
9757,4,1,1.23,Very Good,60.9,58.0,4661,6.93,6.96,4.2295050000000005
9758,2,1,1.15,Very Good,63.7,56.0,4661,6.63,6.66,4.232865
9759,6,1,1.0,Very Good,62.5,58.0,4661,6.35,6.44,3.996875
9760,6,2,0.9,Ideal,61.3,58.0,4661,6.16,6.21,3.791405
9761,2,1,1.11,Premium,61.5,59.0,4662,6.67,6.63,4.08975
9762,2,1,1.11,Premium,62.9,59.0,4662,6.59,6.54,4.129385
9763,1,3,1.02,Premium,59.5,59.0,4662,6.54,6.5,3.8794
9764,2,3,0.9,Very Good,62.6,57.0,4662,6.11,6.09,3.8186
9765,1,3,1.02,Ideal,61.5,57.0,4662,6.49,6.45,3.9790500000000004
9766,4,1,1.02,Ideal,62.4,55.0,4662,6.46,6.43,4.02168
9767,3,1,1.06,Ideal,61.0,57.0,4662,6.61,6.56,4.01685
9768,4,1,1.02,Ideal,61.4,56.0,4662,6.5,6.47,3.9817899999999997
9769,2,1,1.11,Ideal,62.7,57.0,4662,6.66,6.59,4.153875
9770,2,1,1.11,Premium,61.6,60.0,4662,6.67,6.6,4.08716
9771,2,1,1.11,Ideal,62.0,54.0,4662,6.64,6.61,4.1075
9772,2,1,1.11,Ideal,61.3,55.0,4662,6.73,6.65,4.10097
9773,1,5,0.91,Ideal,60.6,57.0,4663,6.25,6.27,3.79356
9774,6,1,1.12,Premium,59.5,59.0,4663,6.8,6.75,4.031125
9775,6,2,0.91,Premium,62.3,60.0,4663,6.21,6.15,3.8501399999999997
9776,6,2,0.91,Premium,59.0,61.0,4663,6.35,6.29,3.7288
9777,2,6,0.9,Very Good,62.1,59.0,4664,6.17,6.19,3.8377799999999995
9778,1,4,1.0,Ideal,63.1,57.0,4664,6.32,6.39,4.0100050000000005
9779,5,1,1.11,Premium,62.5,58.0,4664,6.63,6.61,4.1375
9780,2,5,0.91,Very Good,62.9,58.0,4665,6.14,6.17,3.8714949999999995
9781,5,3,0.86,Very Good,62.3,56.0,4665,6.05,6.08,3.778495
9782,3,2,0.98,Ideal,62.3,56.0,4665,6.37,6.34,3.959165
9783,1,2,1.19,Very Good,63.2,58.0,4665,6.82,6.7,4.272320000000001
9784,2,2,1.0,Fair,67.6,59.0,4665,6.03,5.95,4.04924
9785,1,3,1.01,Very Good,62.3,60.0,4666,6.33,6.41,3.96851
9786,5,1,1.01,Very Good,59.5,59.0,4666,6.54,6.58,3.9032000000000004
9787,5,1,1.01,Ideal,62.2,54.0,4666,6.39,6.43,3.9870200000000007
9788,6,2,1.01,Very Good,62.4,58.0,4666,6.39,6.47,4.01232
9789,5,1,1.01,Ideal,61.2,54.0,4666,6.49,6.52,3.98106
9790,5,1,1.01,Premium,61.5,58.0,4666,6.4,6.43,3.9452249999999998
9791,5,1,1.01,Premium,62.6,59.0,4666,6.36,6.39,3.99075
9792,5,1,1.01,Very Good,61.5,56.0,4666,6.45,6.47,3.9729
9793,5,1,1.01,Ideal,61.1,57.0,4666,6.48,6.52,3.9715000000000003
9794,5,1,1.01,Good,63.7,58.0,4666,6.32,6.36,4.03858
9795,0,1,1.24,Ideal,61.6,57.0,4666,6.89,6.87,4.23808
9796,5,1,1.24,Premium,60.5,62.0,4666,6.97,6.89,4.1926499999999995
9797,3,2,0.93,Ideal,62.2,58.0,4666,6.2,6.24,3.8688400000000005
9798,0,1,1.24,Premium,62.2,58.0,4666,6.94,6.82,4.2793600000000005
9799,3,1,1.05,Ideal,62.2,54.0,4667,6.52,6.56,4.06788
9800,4,1,1.04,Ideal,62.1,57.0,4668,6.46,6.48,4.01787
9801,3,5,0.9,Very Good,62.6,55.0,4668,6.12,6.19,3.85303
9802,6,3,0.9,Very Good,63.0,62.0,4668,6.06,6.13,3.8398499999999998
9803,3,5,0.9,Good,62.6,58.0,4668,6.1,6.13,3.8279900000000002
9804,5,1,1.03,Very Good,62.1,59.0,4668,6.43,6.46,4.002345
9805,5,1,0.91,Very Good,63.2,56.0,4668,6.08,6.14,3.86152
9806,5,1,1.01,Ideal,61.6,58.0,4668,6.45,6.5,3.9886
9807,1,2,1.16,Ideal,61.7,56.0,4668,6.76,6.7,4.152410000000001
9808,2,2,1.01,Very Good,63.3,56.0,4669,6.35,6.39,4.032209999999999
9809,4,1,1.21,Good,63.7,64.0,4669,6.73,6.63,4.25516
9810,1,3,1.21,Premium,61.6,61.0,4669,6.86,6.8,4.20728
9811,3,1,1.11,Premium,61.5,58.0,4670,6.6,6.67,4.080525
9812,2,4,0.91,Premium,61.0,59.0,4670,6.25,6.18,3.79115
9813,2,4,0.91,Premium,61.8,54.0,4670,6.32,6.27,3.89031
9814,2,4,0.91,Very Good,59.4,63.0,4670,6.32,6.28,3.7422000000000004
9815,3,1,1.09,Ideal,61.2,57.0,4670,6.68,6.63,4.07286
9816,3,1,1.09,Ideal,62.1,56.0,4670,6.66,6.59,4.1141250000000005
9817,6,1,1.03,Good,59.3,58.0,4671,6.57,6.61,3.90787
9818,6,1,1.01,Premium,58.8,59.0,4672,6.58,6.55,3.8602199999999995
9819,3,2,1.01,Premium,61.2,61.0,4672,6.47,6.41,3.94128
9820,3,2,1.01,Good,60.7,59.0,4672,6.35,6.4,3.8696250000000005
9821,3,2,1.01,Premium,61.0,62.0,4672,6.49,6.4,3.9314500000000003
9822,3,2,1.01,Very Good,63.5,60.0,4672,6.33,6.3,4.010025
9823,6,1,1.01,Premium,62.8,59.0,4672,6.44,6.34,4.01292
9824,3,2,1.01,Very Good,63.4,58.0,4672,6.33,6.28,3.9973699999999996
9825,3,2,1.01,Good,63.9,57.0,4672,6.37,6.3,4.048064999999999
9826,3,2,1.01,Premium,62.9,61.0,4672,6.4,6.36,4.01302
9827,6,1,1.01,Premium,62.2,60.0,4672,6.43,6.4,3.99013
9828,3,2,1.01,Good,63.6,57.0,4672,6.37,6.33,4.0386
9829,3,2,1.01,Premium,62.5,60.0,4672,6.39,6.34,3.978125
9830,6,1,1.01,Premium,61.8,60.0,4672,6.41,6.37,3.9490200000000004
9831,3,2,1.01,Ideal,62.9,54.0,4672,6.47,6.41,4.0507599999999995
9832,6,1,1.01,Premium,60.3,57.0,4672,6.56,6.51,3.9406049999999997
9833,3,2,1.01,Premium,59.6,61.0,4672,6.52,6.47,3.8710199999999997
9834,6,1,1.01,Good,63.9,57.0,4672,6.36,6.29,4.041675000000001
9835,6,1,1.01,Premium,60.9,62.0,4672,6.45,6.43,3.92196
9836,6,1,1.01,Premium,58.3,59.0,4672,6.67,6.63,3.87695
9837,2,2,1.12,Very Good,63.1,56.0,4673,6.62,6.59,4.1677550000000005
9838,3,2,0.91,Ideal,62.5,56.0,4673,6.19,6.22,3.878125
9839,4,1,1.1,Good,60.5,61.0,4674,6.61,6.67,4.0172
9840,0,4,1.21,Premium,61.0,60.0,4675,6.88,6.83,4.1815500000000005
9841,3,1,1.08,Ideal,61.9,58.0,4675,6.55,6.57,4.06064
9842,5,2,1.02,Ideal,61.1,56.0,4675,6.51,6.45,3.9592800000000006
9843,4,1,1.05,Ideal,60.9,56.0,4675,6.64,6.56,4.019399999999999
9844,1,3,1.01,Premium,62.5,58.0,4676,6.44,6.39,4.009375
9845,6,2,0.92,Very Good,62.9,56.0,4676,6.18,6.22,3.8997999999999995
9846,0,1,1.22,Ideal,61.2,57.0,4676,6.86,6.9,4.21056
9847,5,3,0.91,Premium,62.2,60.0,4676,6.21,6.13,3.83774
9848,2,2,1.0,Ideal,61.4,55.0,4676,6.49,6.44,3.9695099999999996
9849,4,1,1.01,Premium,61.9,58.0,4676,6.39,6.34,3.9399349999999997
9850,5,2,0.9,Premium,62.8,58.0,4677,6.13,6.09,3.83708
9851,2,0,1.74,Very Good,63.2,55.0,4677,7.62,7.59,4.806360000000001
9852,4,1,1.07,Ideal,62.0,57.0,4678,6.49,6.6,4.0579
9853,4,1,1.07,Ideal,61.5,57.0,4678,6.57,6.6,4.049775
9854,4,3,0.9,Very Good,61.9,57.0,4678,6.17,6.23,3.8378
9855,4,3,0.9,Ideal,62.7,56.0,4678,6.17,6.2,3.8779950000000003
9856,4,3,0.9,Very Good,61.7,56.0,4678,6.18,6.21,3.8223150000000006
9857,4,2,1.02,Premium,63.0,58.0,4678,6.4,6.36,4.019400000000001
9858,4,2,1.02,Very Good,63.5,57.0,4678,6.4,6.35,4.048125
9859,3,2,1.18,Good,64.2,62.0,4678,6.6,6.51,4.20831
9860,4,2,1.02,Good,63.7,61.0,4678,6.27,6.23,3.98125
9861,2,3,0.91,Ideal,62.4,56.0,4678,6.2,6.14,3.8500799999999997
9862,0,2,1.19,Ideal,62.0,56.0,4678,6.8,6.77,4.2067000000000005
9863,6,1,1.03,Very Good,61.3,61.0,4679,6.46,6.49,3.9691749999999995
9864,3,2,1.03,Good,63.2,58.0,4679,6.38,6.43,4.04796
9865,6,1,1.03,Premium,61.7,58.0,4679,6.47,6.5,4.001245
9866,6,1,1.03,Very Good,62.8,56.0,4679,6.43,6.46,4.04746
9867,6,1,1.03,Ideal,61.2,57.0,4679,6.51,6.59,4.0086
9868,3,2,1.03,Ideal,62.4,57.0,4679,6.47,6.52,4.052879999999999
9869,6,1,1.03,Ideal,61.8,56.0,4679,6.46,6.51,4.00773
9870,5,7,0.7,Very Good,60.3,59.0,4679,5.72,5.76,3.46122
9871,1,2,1.05,Ideal,62.1,54.0,4679,6.54,6.55,4.064445
9872,4,2,1.0,Good,60.1,65.0,4679,6.4,6.44,3.8584199999999997
9873,4,2,1.0,Fair,56.5,60.0,4679,6.62,6.66,3.7516000000000003
9874,3,1,1.28,Good,63.6,57.0,4679,6.78,6.73,4.2961800000000006
9875,2,2,1.01,Very Good,59.8,61.0,4680,6.54,6.51,3.90195
9876,2,2,1.01,Ideal,61.4,60.0,4680,6.48,6.45,3.9695099999999996
9877,4,3,0.9,Very Good,62.6,58.0,4681,6.08,6.13,3.8217300000000005
9878,1,2,1.01,Very Good,62.1,58.0,4681,6.37,6.39,3.9619799999999996
9879,2,2,1.04,Very Good,59.7,60.0,4682,6.55,6.58,3.919305
9880,4,2,0.95,Premium,62.9,59.0,4682,6.24,6.13,3.8903650000000005
9881,6,3,0.9,Good,65.8,58.0,4682,5.99,6.01,3.9479999999999995
9882,6,1,1.09,Premium,62.2,59.0,4682,6.49,6.46,4.02745
9883,6,1,1.09,Good,63.8,60.0,4682,6.57,6.49,4.1661399999999995
9884,6,1,1.06,Ideal,61.2,57.0,4682,6.59,6.51,4.0086
9885,2,2,1.1,Very Good,63.5,55.0,4682,6.55,6.49,4.1402
9886,4,2,0.95,Premium,62.3,60.0,4682,6.3,6.26,3.9124399999999993
9887,2,2,1.05,Premium,62.2,58.0,4682,6.5,6.46,4.03056
9888,4,1,1.03,Ideal,61.6,55.0,4683,6.46,6.49,3.9886
9889,4,1,1.02,Ideal,61.6,56.0,4684,6.52,6.49,4.00708
9890,2,4,0.9,Very Good,63.6,55.0,4685,6.15,6.11,3.8986800000000006
9891,2,4,0.9,Very Good,62.8,59.0,4685,6.07,6.15,3.8370800000000003
9892,3,1,1.08,Very Good,62.8,56.0,4685,6.48,6.6,4.10712
9893,5,1,1.0,Very Good,59.6,62.0,4685,6.45,6.51,3.86208
9894,1,3,1.01,Ideal,59.9,61.0,4685,6.49,6.53,3.8994899999999997
9895,1,2,1.02,Ideal,61.3,57.0,4685,6.47,6.49,3.9722399999999998
9896,2,3,0.9,Good,58.2,59.0,4685,6.36,6.33,3.6927900000000005
9897,5,1,1.01,Good,58.7,63.0,4685,6.52,6.6,3.85072
9898,0,1,1.2,Premium,58.7,59.0,4685,6.99,6.94,4.088455
9899,1,1,1.21,Premium,62.3,59.0,4686,6.82,6.77,4.2332849999999995
9900,0,3,1.07,Ideal,61.7,58.0,4686,6.58,6.55,4.050605
9901,0,3,1.07,Ideal,61.6,56.0,4686,6.59,6.55,4.0471200000000005
9902,0,2,1.24,Premium,61.8,58.0,4687,6.9,6.86,4.2518400000000005
9903,5,3,0.9,Premium,62.6,59.0,4687,6.14,6.06,3.8186
9904,4,4,0.9,Premium,59.0,58.0,4687,6.33,6.29,3.7229
9905,2,4,1.11,Premium,62.3,57.0,4687,6.67,6.62,4.139835
9906,1,2,1.05,Very Good,62.6,56.0,4688,6.49,6.45,4.05022
9907,4,2,1.0,Fair,56.9,63.0,4688,6.45,6.52,3.6899649999999995
9908,2,2,1.02,Very Good,63.5,58.0,4688,6.39,6.36,4.048125
9909,2,2,1.02,Premium,62.6,59.0,4688,6.43,6.38,4.00953
9910,5,1,1.01,Premium,62.9,59.0,4688,6.37,6.31,3.98786
9911,3,1,1.14,Premium,61.1,59.0,4688,6.77,6.72,4.121194999999999
9912,2,2,1.02,Very Good,63.2,57.0,4688,6.44,6.38,4.05112
9913,5,1,1.15,Premium,62.3,58.0,4688,6.73,6.67,4.174099999999999
9914,2,2,1.13,Premium,61.2,59.0,4689,6.68,6.65,4.0789800000000005
9915,2,2,1.1,Very Good,63.0,57.0,4689,6.5,6.54,4.1076
9916,2,4,0.9,Ideal,61.9,56.0,4689,6.17,6.23,3.8378
9917,5,2,1.06,Premium,63.0,56.0,4689,6.54,6.45,4.09185
9918,2,2,1.13,Premium,62.1,58.0,4689,6.7,6.66,4.14828
9919,2,2,1.13,Very Good,63.3,56.0,4689,6.65,6.62,4.199955
9920,4,1,1.01,Very Good,62.5,58.0,4690,6.39,6.41,4.0
9921,6,1,1.01,Very Good,60.1,60.0,4690,6.41,6.47,3.87044
9922,0,1,1.25,Premium,61.5,57.0,4690,7.0,6.93,4.283474999999999
9923,0,3,1.21,Very Good,63.0,57.0,4691,6.73,6.77,4.2525
9924,4,1,0.92,Ideal,61.5,53.0,4691,6.26,6.3,3.8621999999999996
9925,5,1,1.1,Premium,60.1,62.0,4691,6.69,6.65,4.00867
9926,5,2,1.01,Good,63.3,57.0,4692,6.33,6.37,4.01955
9927,1,2,1.09,Ideal,59.4,61.0,4692,6.68,6.73,3.98277
9928,2,2,1.05,Premium,61.9,58.0,4692,6.5,6.45,4.008025
9929,2,2,1.05,Very Good,63.1,60.0,4692,6.49,6.42,4.073105
9930,2,2,1.05,Premium,59.5,58.0,4692,6.69,6.61,3.95675
9931,3,1,1.11,Premium,58.8,59.0,4692,6.8,6.76,3.9866399999999995
9932,2,2,1.05,Very Good,63.5,57.0,4692,6.47,6.44,4.0989249999999995
9933,2,3,1.01,Very Good,63.3,58.0,4692,6.33,6.27,3.9879
9934,6,1,0.93,Premium,62.0,56.0,4692,6.27,6.22,3.8718999999999992
9935,0,1,1.27,Ideal,62.6,57.0,4693,6.85,6.88,4.29749
9936,6,2,0.9,Very Good,59.6,62.0,4693,6.19,6.22,3.6981800000000002
9937,6,2,0.9,Very Good,62.4,61.0,4693,6.13,6.17,3.8376
9938,6,2,0.9,Premium,62.2,58.0,4693,6.11,6.18,3.82219
9939,6,2,0.9,Very Good,62.8,59.0,4693,6.14,6.18,3.86848
9940,1,2,1.01,Very Good,61.4,62.0,4693,6.39,6.45,3.94188
9941,0,4,1.01,Ideal,61.2,57.0,4693,6.45,6.49,3.9596400000000007
9942,2,1,1.01,Ideal,61.1,56.0,4693,6.44,6.48,3.947060000000001
9943,2,1,1.01,Ideal,62.4,57.0,4693,6.36,6.43,3.9904799999999994
9944,6,2,0.96,Good,61.0,61.0,4693,6.29,6.33,3.8491000000000004
9945,5,1,1.01,Ideal,62.0,56.0,4694,6.46,6.42,3.9928
9946,3,2,1.01,Ideal,62.3,57.0,4694,6.41,6.36,3.9778549999999995
9947,6,1,1.01,Premium,60.4,60.0,4694,6.52,6.46,3.9199599999999997
9948,4,1,1.04,Ideal,62.0,54.0,4695,6.49,6.51,4.03
9949,1,3,1.13,Fair,55.9,67.0,4695,7.05,6.94,3.9102049999999995
